Overall	0.9900	0.9457	0.9512
1164at7399	0.9649	0.8722	0.8970
12502at7399	1.0000	1.0000	0.9815
15261at7399	0.9913	0.9792	0.9657
1576at7399	0.9867	0.9442	0.9683
23162at7399	0.9594	0.8692	0.9546
25751at7399	0.9651	0.9240	0.9557
27640at7399	1.0000	1.0000	0.9842
2at7399	0.9955	0.9570	0.9512
4155at7399	1.0000	1.0000	0.9789
7774at7399	0.9970	0.9722	0.9767
