Overall	0.9798	0.9570	0.9520
1	0.9667	0.9234	0.9264
10	0.9966	0.9851	0.9648
100	0.9903	0.9801	0.9329
101	0.9618	0.9262	0.8915
102	1.0000	1.0000	0.9567
103	0.9939	0.9878	0.9700
104	0.9955	0.9896	0.9769
105	0.9820	0.9592	0.9484
106	0.9886	0.9775	0.9334
107	0.9684	0.9255	0.9525
108	1.0000	1.0000	0.9691
109	0.8693	0.7381	0.9287
11	0.9988	0.9975	0.9818
110	1.0000	1.0000	0.9763
111	0.9938	0.9865	0.9846
112	0.9944	0.9857	0.9768
113	0.9900	0.9790	0.9687
114	0.9924	0.8909	0.9654
115	1.0000	1.0000	0.9672
116	1.0000	1.0000	0.9675
117	0.9877	0.9750	0.9233
118	0.9910	0.9812	0.9567
119	0.9846	0.9654	0.9471
12	1.0000	1.0000	0.9721
120	0.9982	0.9945	0.9637
121	0.9989	0.9977	0.9847
122	0.9967	0.9869	0.9643
123	0.9880	0.9729	0.9524
124	0.9881	0.9686	0.9493
125	0.9910	0.9730	0.9682
125b	0.9776	0.9526	0.9527
126	0.9983	0.9964	0.9731
127	0.9750	0.9510	0.9366
128	0.9979	0.9948	0.9717
129	0.9850	0.9689	0.9236
13	0.9956	0.9911	0.9514
130	1.0000	1.0000	0.9787
131	0.9967	0.9882	0.9507
132	0.9694	0.9230	0.9378
133	1.0000	1.0000	0.9799
134	0.9899	0.9664	0.9670
135	0.9901	0.9803	0.9584
136	1.0000	1.0000	0.9767
14	0.9853	0.9697	0.9430
15	0.9691	0.9382	0.9288
16	1.0000	1.0000	0.9810
17	0.9779	0.9268	0.9387
18	0.9712	0.7878	0.9708
19	0.9982	0.9922	0.9732
2	1.0000	1.0000	0.9696
20	0.9924	0.9775	0.9669
21	0.9912	0.9727	0.9648
22	1.0000	1.0000	0.9763
23	0.9978	0.9954	0.9809
24	0.9958	0.9910	0.9575
25	0.9915	0.9830	0.9536
26	0.9964	0.9904	0.9677
27	0.6807	0.5025	0.9008
28	0.9809	0.9601	0.9401
29	0.9955	0.9177	0.9718
3	0.9980	0.9960	0.9709
30	0.9878	0.9755	0.9381
31	0.9884	0.9720	0.9370
32	0.9945	0.9823	0.9440
33	1.0000	1.0000	0.9701
34	0.9862	0.9496	0.9494
35	0.9966	0.9920	0.9647
36	0.9383	0.8818	0.8720
37	1.0000	1.0000	0.9710
38	0.9941	0.9862	0.9518
39	0.9920	0.9686	0.9613
4	1.0000	1.0000	0.9804
40	0.9964	0.9899	0.9560
41	0.9959	0.9913	0.9615
42	1.0000	1.0000	0.9802
43	0.9784	0.9188	0.9647
44	0.9972	0.9827	0.9779
44b	0.9601	0.8798	0.9357
45	0.9931	0.9821	0.9522
46	0.9814	0.9590	0.9063
47	0.9511	0.8919	0.9432
47b	0.9788	0.9055	0.9538
48	0.9851	0.9427	0.9447
49	0.9850	0.9347	0.9638
5	1.0000	1.0000	0.9823
50	1.0000	1.0000	0.9640
51	1.0000	1.0000	0.9639
52	0.9981	0.9960	0.9736
53	0.9950	0.9707	0.9702
54	1.0000	1.0000	0.9644
55	1.0000	1.0000	0.9799
56	0.9799	0.9073	0.9439
57	1.0000	1.0000	0.9769
58	0.8407	0.7127	0.9433
59	1.0000	1.0000	0.9791
6	0.9943	0.9631	0.9764
60	0.9655	0.9274	0.9398
61	0.9985	0.9904	0.9784
62	0.9989	0.9977	0.9727
63	0.9981	0.9961	0.9618
64	0.9902	0.9805	0.9311
65	0.9968	0.9867	0.9579
66	0.9735	0.9156	0.9185
67	0.9861	0.9725	0.9346
68	0.9985	0.9970	0.9699
69	0.9927	0.9804	0.9516
7	0.9613	0.9158	0.8341
70	0.9866	0.9719	0.9482
71	1.0000	1.0000	0.9789
72	0.9971	0.9937	0.9308
73	0.9534	0.0000	0.9781
74	0.9898	0.9663	0.9666
75	0.9651	0.9299	0.8846
76	0.9902	0.9682	0.9442
77	0.9913	0.8779	0.9564
78	0.8037	0.6694	0.9185
79	0.9979	0.9923	0.9696
8	0.9945	0.9806	0.9528
80	0.9948	0.9780	0.9591
81	0.9988	0.9938	0.9683
82	1.0000	1.0000	0.9723
83	0.9951	0.9738	0.9670
84	0.9791	0.9053	0.9719
85	1.0000	1.0000	0.9784
86	1.0000	1.0000	0.9849
87	1.0000	1.0000	0.9818
88	0.9931	0.9834	0.9774
89	0.9980	0.9827	0.9752
9	0.9981	0.9788	0.9753
90	1.0000	1.0000	0.9770
91	0.9787	0.9019	0.9561
92	0.9673	0.9336	0.9539
93	1.0000	1.0000	0.9525
94	0.9868	0.9567	0.9498
95	0.9538	0.9099	0.9155
96	0.9938	0.7049	0.9732
97	0.9913	0.9782	0.9486
98	0.9658	0.9024	0.9403
99	0.9917	0.9821	0.9283
