Overall	0.9779	0.9513	0.9506
OG_10792	0.9980	0.9956	0.9724
OG_11400	0.9976	0.9946	0.9854
OG_11840	0.9848	0.9439	0.9778
OG_13191	0.9996	0.9989	0.9704
OG_16952	0.9578	0.8060	0.9285
OG_1868	0.9968	0.8646	0.9872
OG_2214	0.9932	0.9864	0.9562
OG_24620	1.0000	1.0000	0.9859
OG_3861	0.9881	0.9761	0.9584
OG_9046	0.9984	0.9945	0.9679
